ID,wl,U,V,Sal,Temp,TRACE_1
4147,-20.0,0,0,20,18,0
4148,-20.0,0,0,20,18,0
4149,-20.0,0,0,20,18,0
4150,0.81,0,0,20,18,0
4151,0.81,0,0,20,18,0
4152,0.81,0,0,20,18,0
4153,0.81,0,0,20,18,0
4154,0.81,0,0,20,18,0
4155,0.81,0,0,20,18,0
4156,0.81,0,0,20,18,0
4157,0.81,0,0,20,18,0
4158,0.81,0,0,20,18,0
4159,0.81,0,0,20,18,0
4160,0.81,0,0,20,18,0
4161,0.81,0,0,20,18,0
4162,0.81,0,0,20,18,0
4163,0.81,0,0,20,18,0
4164,0.81,0,0,20,18,0
4165,0.81,0,0,20,18,0
4166,0.81,0,0,20,18,0
4167,0.81,0,0,20,18,0
4168,0.81,0,0,20,18,0
4169,-20.0,0,0,20,18,0
4170,-20.0,0,0,20,18,0
4171,-20.0,0,0,20,18,0
4172,-20.0,0,0,20,18,0
4173,-20.0,0,0,20,18,0
4174,-20.0,0,0,20,18,0
4175,-20.0,0,0,20,18,0
4176,-20.0,0,0,20,18,0
4177,-20.0,0,0,20,18,0
4178,-20.0,0,0,20,18,0
4179,-20.0,0,0,20,18,0
4180,-20.0,0,0,20,18,0
4181,0.81,0,0,20,18,0
4182,0.81,0,0,20,18,0
4183,0.81,0,0,20,18,0
4184,0.81,0,0,20,18,0
4185,0.81,0,0,20,18,0
4186,0.81,0,0,20,18,0
4187,0.81,0,0,20,18,0
4188,-20.0,0,0,20,18,0
4189,-20.0,0,0,20,18,0
4190,-20.0,0,0,20,18,0
4191,-20.0,0,0,20,18,0
4192,-20.0,0,0,20,18,0
4193,-20.0,0,0,20,18,0
4194,-20.0,0,0,20,18,0
4195,-20.0,0,0,20,18,0
4196,-20.0,0,0,20,18,0
4197,-20.0,0,0,20,18,0
4198,-20.0,0,0,20,18,0
4199,-20.0,0,0,20,18,0
4200,-20.0,0,0,20,18,0
4201,-20.0,0,0,20,18,0
4202,-20.0,0,0,20,18,0
4203,-20.0,0,0,20,18,0
4204,-20.0,0,0,20,18,0
4205,-20.0,0,0,20,18,0
4206,-20.0,0,0,20,18,0
4207,-20.0,0,0,20,18,0
4208,-20.0,0,0,20,18,0
4209,-20.0,0,0,20,18,0
4210,-20.0,0,0,20,18,0
4211,-20.0,0,0,20,18,0
4212,-20.0,0,0,20,18,0
4213,-20.0,0,0,20,18,0
4214,-20.0,0,0,20,18,0
4215,-20.0,0,0,20,18,0
4216,-20.0,0,0,20,18,0
4217,-20.0,0,0,20,18,0
4218,-20.0,0,0,20,18,0
4219,-20.0,0,0,20,18,0
4220,-20.0,0,0,20,18,0
4221,-20.0,0,0,20,18,0
4222,-20.0,0,0,20,18,0
4223,-20.0,0,0,20,18,0
4224,-20.0,0,0,20,18,0
4225,-20.0,0,0,20,18,0
4226,-20.0,0,0,20,18,0
4227,-20.0,0,0,20,18,0
4228,-20.0,0,0,20,18,0
4229,-20.0,0,0,20,18,0
4230,-20.0,0,0,20,18,0
4231,-20.0,0,0,20,18,0
4232,-20.0,0,0,20,18,0
4233,-20.0,0,0,20,18,0
4234,-20.0,0,0,20,18,0
4235,-20.0,0,0,20,18,0
4236,-20.0,0,0,20,18,0
4237,-20.0,0,0,20,18,0
4238,-20.0,0,0,20,18,0
4239,-20.0,0,0,20,18,0
4240,-20.0,0,0,20,18,0
4241,-20.0,0,0,20,18,0
4242,-20.0,0,0,20,18,0
4243,-20.0,0,0,20,18,0
4244,-20.0,0,0,20,18,0
4245,-20.0,0,0,20,18,0
4246,-20.0,0,0,20,18,0
4247,-20.0,0,0,20,18,0
4248,-20.0,0,0,20,18,0
4249,-20.0,0,0,20,18,0
4250,-20.0,0,0,20,18,0
4251,-20.0,0,0,20,18,0
4252,-20.0,0,0,20,18,0
4253,-20.0,0,0,20,18,0
4254,-20.0,0,0,20,18,0
4255,-20.0,0,0,20,18,0
4256,-20.0,0,0,20,18,0
4257,-20.0,0,0,20,18,0
4258,-20.0,0,0,20,18,0
4259,-20.0,0,0,20,18,0
4260,-20.0,0,0,20,18,0
4261,-20.0,0,0,20,18,0
4262,-20.0,0,0,20,18,0
4263,-20.0,0,0,20,18,0
4264,-20.0,0,0,20,18,0
4265,-20.0,0,0,20,18,0
4266,-20.0,0,0,20,18,0
4267,-20.0,0,0,20,18,0
4268,-20.0,0,0,20,18,0
4269,-20.0,0,0,20,18,0
4270,-20.0,0,0,20,18,0
4271,-20.0,0,0,20,18,0
4272,-20.0,0,0,20,18,0
4273,-20.0,0,0,20,18,0
4274,-20.0,0,0,20,18,0
4275,-20.0,0,0,20,18,0
4276,-20.0,0,0,20,18,0
4277,-20.0,0,0,20,18,0
4278,-20.0,0,0,20,18,0
4279,-20.0,0,0,20,18,0
4280,-20.0,0,0,20,18,0
4281,-20.0,0,0,20,18,0
4282,-20.0,0,0,20,18,0
4283,-20.0,0,0,20,18,0
4284,-20.0,0,0,20,18,0
4285,-20.0,0,0,20,18,0
4286,-20.0,0,0,20,18,0
4287,-20.0,0,0,20,18,0
4288,-20.0,0,0,20,18,0
4289,-20.0,0,0,20,18,0
4290,-20.0,0,0,20,18,0
4291,-20.0,0,0,20,18,0
4292,-20.0,0,0,20,18,0
4293,-20.0,0,0,20,18,0
4294,-20.0,0,0,20,18,0
4295,-20.0,0,0,20,18,0
4296,-20.0,0,0,20,18,0
4297,-20.0,0,0,20,18,0
4298,-20.0,0,0,20,18,0
4299,-20.0,0,0,20,18,0
4300,-20.0,0,0,20,18,0
4301,-20.0,0,0,20,18,0
4302,-20.0,0,0,20,18,0
4303,-20.0,0,0,20,18,0
4304,-20.0,0,0,20,18,0
4305,-20.0,0,0,20,18,0
4306,-20.0,0,0,20,18,0
4307,-20.0,0,0,20,18,0
4308,-20.0,0,0,20,18,0
4309,-20.0,0,0,20,18,0
4310,-20.0,0,0,20,18,0
4311,-20.0,0,0,20,18,0
4312,-20.0,0,0,20,18,0
4313,-20.0,0,0,20,18,0
4314,-20.0,0,0,20,18,0
4315,-20.0,0,0,20,18,0
4316,-20.0,0,0,20,18,0
4317,-20.0,0,0,20,18,0
4318,-20.0,0,0,20,18,0
4319,-20.0,0,0,20,18,0
4320,-20.0,0,0,20,18,0
4321,0.81,0,0,20,18,0
4322,0.81,0,0,20,18,0
4323,0.81,0,0,20,18,0
4324,0.81,0,0,20,18,0
4325,0.81,0,0,20,18,0
4326,0.81,0,0,20,18,0
4327,0.81,0,0,20,18,0
4328,0.81,0,0,20,18,0
4329,0.81,0,0,20,18,0
4330,0.81,0,0,20,18,0
4331,0.81,0,0,20,18,0
4332,0.81,0,0,20,18,0
4333,0.81,0,0,20,18,0
4334,0.81,0,0,20,18,0
4335,0.81,0,0,20,18,0
4336,0.81,0,0,20,18,0
4337,0.81,0,0,20,18,0
4338,-20.0,0,0,20,18,0
4339,-20.0,0,0,20,18,0
4340,-20.0,0,0,20,18,0
4341,-20.0,0,0,20,18,0
4342,-20.0,0,0,20,18,0
4343,-20.0,0,0,20,18,0
4344,-20.0,0,0,20,18,0
4345,-20.0,0,0,20,18,0
4346,-20.0,0,0,20,18,0
4347,-20.0,0,0,20,18,0
4348,-20.0,0,0,20,18,0
4349,-20.0,0,0,20,18,0
4350,-20.0,0,0,20,18,0
4351,-20.0,0,0,20,18,0
4352,-20.0,0,0,20,18,0
4353,-20.0,0,0,20,18,0
4354,0.81,0,0,20,18,0
4355,-20.0,0,0,20,18,0
4356,-20.0,0,0,20,18,0
4357,0.81,0,0,20,18,0
4358,0.81,0,0,20,18,0
4359,0.81,0,0,20,18,0
4360,0.81,0,0,20,18,0
4361,0.81,0,0,20,18,0
4362,-20.0,0,0,20,18,0
4363,-20.0,0,0,20,18,0
4364,-20.0,0,0,20,18,0
4365,-20.0,0,0,20,18,0
4366,-20.0,0,0,20,18,0
4367,-20.0,0,0,20,18,0
4368,-20.0,0,0,20,18,0
4369,-20.0,0,0,20,18,0
4370,-20.0,0,0,20,18,0
4371,-20.0,0,0,20,18,0
4372,-20.0,0,0,20,18,0
4373,-20.0,0,0,20,18,0
4374,-20.0,0,0,20,18,0
4375,-20.0,0,0,20,18,0
4376,-20.0,0,0,20,18,0
4377,-20.0,0,0,20,18,0
4378,-20.0,0,0,20,18,0
4379,-20.0,0,0,20,18,0
4380,-20.0,0,0,20,18,0
4381,-20.0,0,0,20,18,0
4382,-20.0,0,0,20,18,0
4383,-20.0,0,0,20,18,0
4384,-20.0,0,0,20,18,0
4385,-20.0,0,0,20,18,0
4386,-20.0,0,0,20,18,0
4387,-20.0,0,0,20,18,0
4388,-20.0,0,0,20,18,0
4389,-20.0,0,0,20,18,0
4390,-20.0,0,0,20,18,0
4391,-20.0,0,0,20,18,0
4392,-20.0,0,0,20,18,0
4393,-20.0,0,0,20,18,0
4394,-20.0,0,0,20,18,0
4395,-20.0,0,0,20,18,0
4396,-20.0,0,0,20,18,0
4397,-20.0,0,0,20,18,0
4398,-20.0,0,0,20,18,0
4399,-20.0,0,0,20,18,0
4400,-20.0,0,0,20,18,0
4401,-20.0,0,0,20,18,0
4402,-20.0,0,0,20,18,0
4403,-20.0,0,0,20,18,0
4404,-20.0,0,0,20,18,0
4405,-20.0,0,0,20,18,0
4406,-20.0,0,0,20,18,0
4407,-20.0,0,0,20,18,0
4408,-20.0,0,0,20,18,0
4409,-20.0,0,0,20,18,0
4410,-20.0,0,0,20,18,0
4411,-20.0,0,0,20,18,0
4412,-20.0,0,0,20,18,0
4413,-20.0,0,0,20,18,0
4414,-20.0,0,0,20,18,0
4415,-20.0,0,0,20,18,0
4416,-20.0,0,0,20,18,0
4417,-20.0,0,0,20,18,0
4418,-20.0,0,0,20,18,0
4419,-20.0,0,0,20,18,0
4420,-20.0,0,0,20,18,0
4421,-20.0,0,0,20,18,0
4422,-20.0,0,0,20,18,0
4423,-20.0,0,0,20,18,0
4424,-20.0,0,0,20,18,0
4425,-20.0,0,0,20,18,0
4426,-20.0,0,0,20,18,0
4427,-20.0,0,0,20,18,0
4428,-20.0,0,0,20,18,0
4429,-20.0,0,0,20,18,0
4430,-20.0,0,0,20,18,0
4431,-20.0,0,0,20,18,0
4432,-20.0,0,0,20,18,0
4433,-20.0,0,0,20,18,0
4434,-20.0,0,0,20,18,0
4435,-20.0,0,0,20,18,0
4436,-20.0,0,0,20,18,0
4437,-20.0,0,0,20,18,0
4438,-20.0,0,0,20,18,0
4439,-20.0,0,0,20,18,0
4440,-20.0,0,0,20,18,0
4441,-20.0,0,0,20,18,0
4442,-20.0,0,0,20,18,0
4443,-20.0,0,0,20,18,0
4444,-20.0,0,0,20,18,0
4445,-20.0,0,0,20,18,0
4446,-20.0,0,0,20,18,0
4447,-20.0,0,0,20,18,0
4448,-20.0,0,0,20,18,0
4449,-20.0,0,0,20,18,0
4450,-20.0,0,0,20,18,0
4451,-20.0,0,0,20,18,0
4452,-20.0,0,0,20,18,0
4453,-20.0,0,0,20,18,0
4454,-20.0,0,0,20,18,0
4455,-20.0,0,0,20,18,0
4456,-20.0,0,0,20,18,0
4457,-20.0,0,0,20,18,0
4458,-20.0,0,0,20,18,0
4459,-20.0,0,0,20,18,0
4460,-20.0,0,0,20,18,0
4461,-20.0,0,0,20,18,0
4462,-20.0,0,0,20,18,0
4463,-20.0,0,0,20,18,0
4464,-20.0,0,0,20,18,0
4465,-20.0,0,0,20,18,0
4466,-20.0,0,0,20,18,0
4467,-20.0,0,0,20,18,0
4468,-20.0,0,0,20,18,0
4469,-20.0,0,0,20,18,0
4470,-20.0,0,0,20,18,0
4471,-20.0,0,0,20,18,0
4472,-20.0,0,0,20,18,0
4473,-20.0,0,0,20,18,0
4474,-20.0,0,0,20,18,0
4475,-20.0,0,0,20,18,0
4476,-20.0,0,0,20,18,0
4477,-20.0,0,0,20,18,0
4478,-20.0,0,0,20,18,0
4479,-20.0,0,0,20,18,0
4480,-20.0,0,0,20,18,0
4481,-20.0,0,0,20,18,0
4482,-20.0,0,0,20,18,0
4483,-20.0,0,0,20,18,0
4484,0.81,0,0,20,18,0
4485,0.81,0,0,20,18,0
4486,0.81,0,0,20,18,0
4487,0.81,0,0,20,18,0
4488,0.81,0,0,20,18,0
4489,-20.0,0,0,20,18,0
4490,-20.0,0,0,20,18,0
4491,-20.0,0,0,20,18,0
4492,-20.0,0,0,20,18,0
4493,-20.0,0,0,20,18,0
4494,-20.0,0,0,20,18,0
4495,-20.0,0,0,20,18,0
4496,-20.0,0,0,20,18,0
4497,-20.0,0,0,20,18,0
4498,-20.0,0,0,20,18,0
4499,-20.0,0,0,20,18,0
4500,-20.0,0,0,20,18,0
4501,-20.0,0,0,20,18,0
4502,-20.0,0,0,20,18,0
4503,-20.0,0,0,20,18,0
4504,-20.0,0,0,20,18,0
4505,-20.0,0,0,20,18,0
4506,0.81,0,0,20,18,0
4507,-20.0,0,0,20,18,0
4508,0.81,0,0,20,18,0
4509,0.81,0,0,20,18,0
4510,-20.0,0,0,20,18,0
4511,0.81,0,0,20,18,0
4512,0.81,0,0,20,18,0
4513,-20.0,0,0,20,18,0
4514,-20.0,0,0,20,18,0
4515,-20.0,0,0,20,18,0
4516,-20.0,0,0,20,18,0
4517,-20.0,0,0,20,18,0
4518,-20.0,0,0,20,18,0
4519,-20.0,0,0,20,18,0
4520,-20.0,0,0,20,18,0
4521,-20.0,0,0,20,18,0
4522,-20.0,0,0,20,18,0
4523,-20.0,0,0,20,18,0
4524,-20.0,0,0,20,18,0
4525,-20.0,0,0,20,18,0
4526,-20.0,0,0,20,18,0
4527,-20.0,0,0,20,18,0
4528,-20.0,0,0,20,18,0
4529,-20.0,0,0,20,18,0
4530,-20.0,0,0,20,18,0
4531,-20.0,0,0,20,18,0
4532,-20.0,0,0,20,18,0
4533,-20.0,0,0,20,18,0
4534,-20.0,0,0,20,18,0
4535,-20.0,0,0,20,18,0
4536,-20.0,0,0,20,18,0
4537,-20.0,0,0,20,18,0
4538,-20.0,0,0,20,18,0
4539,-20.0,0,0,20,18,0
4540,-20.0,0,0,20,18,0
4541,-20.0,0,0,20,18,0
4542,-20.0,0,0,20,18,0
4543,-20.0,0,0,20,18,0
4544,-20.0,0,0,20,18,0
4545,-20.0,0,0,20,18,0
4546,-20.0,0,0,20,18,0
4547,-20.0,0,0,20,18,0
4548,-20.0,0,0,20,18,0
4549,-20.0,0,0,20,18,0
4550,-20.0,0,0,20,18,0
4551,-20.0,0,0,20,18,0
4552,-20.0,0,0,20,18,0
4553,-20.0,0,0,20,18,0
4554,-20.0,0,0,20,18,0
4555,-20.0,0,0,20,18,0
4556,-20.0,0,0,20,18,0
4557,-20.0,0,0,20,18,0
4558,-20.0,0,0,20,18,0
4559,-20.0,0,0,20,18,0
4560,-20.0,0,0,20,18,0
4561,-20.0,0,0,20,18,0
4562,-20.0,0,0,20,18,0
4563,-20.0,0,0,20,18,0
4564,-20.0,0,0,20,18,0
4565,-20.0,0,0,20,18,0
4566,-20.0,0,0,20,18,0
4567,-20.0,0,0,20,18,0
4568,-20.0,0,0,20,18,0
4569,-20.0,0,0,20,18,0
4570,-20.0,0,0,20,18,0
4571,-20.0,0,0,20,18,0
4572,-20.0,0,0,20,18,0
4573,-20.0,0,0,20,18,0
4574,-20.0,0,0,20,18,0
4575,-20.0,0,0,20,18,0
4576,-20.0,0,0,20,18,0
4577,-20.0,0,0,20,18,0
4578,-20.0,0,0,20,18,0
4579,-20.0,0,0,20,18,0
4580,-20.0,0,0,20,18,0
4581,-20.0,0,0,20,18,0
4582,-20.0,0,0,20,18,0
4583,-20.0,0,0,20,18,0
4584,-20.0,0,0,20,18,0
4585,-20.0,0,0,20,18,0
4586,-20.0,0,0,20,18,0
4587,-20.0,0,0,20,18,0
4588,-20.0,0,0,20,18,0
4589,-20.0,0,0,20,18,0
4590,-20.0,0,0,20,18,0
4591,-20.0,0,0,20,18,0
4592,-20.0,0,0,20,18,0
4593,-20.0,0,0,20,18,0
4594,-20.0,0,0,20,18,0
4595,-20.0,0,0,20,18,0
4596,-20.0,0,0,20,18,0
4597,-20.0,0,0,20,18,0
4598,-20.0,0,0,20,18,0
4599,-20.0,0,0,20,18,0
4600,-20.0,0,0,20,18,0
4601,-20.0,0,0,20,18,0
4602,-20.0,0,0,20,18,0
4603,-20.0,0,0,20,18,0
4604,-20.0,0,0,20,18,0
4605,-20.0,0,0,20,18,0
4606,-20.0,0,0,20,18,0
4607,-20.0,0,0,20,18,0
4608,-20.0,0,0,20,18,0
4609,-20.0,0,0,20,18,0
4610,-20.0,0,0,20,18,0
4611,-20.0,0,0,20,18,0
4612,-20.0,0,0,20,18,0
4613,-20.0,0,0,20,18,0
4614,-20.0,0,0,20,18,0
4615,-20.0,0,0,20,18,0
4616,-20.0,0,0,20,18,0
4617,-20.0,0,0,20,18,0
4618,-20.0,0,0,20,18,0
4619,-20.0,0,0,20,18,0
4620,-20.0,0,0,20,18,0
4621,-20.0,0,0,20,18,0
4622,-20.0,0,0,20,18,0
4623,-20.0,0,0,20,18,0
4624,-20.0,0,0,20,18,0
4625,-20.0,0,0,20,18,0
4626,-20.0,0,0,20,18,0
4627,-20.0,0,0,20,18,0
4628,0.81,0,0,20,18,0
4629,0.81,0,0,20,18,0
4630,0.81,0,0,20,18,0
4631,0.81,0,0,20,18,0
4632,0.81,0,0,20,18,0
4633,-20.0,0,0,20,18,0
4634,-20.0,0,0,20,18,0
4635,-20.0,0,0,20,18,0
4636,-20.0,0,0,20,18,0
4637,-20.0,0,0,20,18,0
4638,-20.0,0,0,20,18,0
4639,-20.0,0,0,20,18,0
4640,-20.0,0,0,20,18,0
4641,-20.0,0,0,20,18,0
4642,-20.0,0,0,20,18,0
4643,-20.0,0,0,20,18,0
4644,-20.0,0,0,20,18,0
4645,-20.0,0,0,20,18,0
4646,-20.0,0,0,20,18,0
4647,-20.0,0,0,20,18,0
4648,-20.0,0,0,20,18,0
4649,-20.0,0,0,20,18,0
4650,-20.0,0,0,20,18,0
4651,0.81,0,0,20,18,0
4652,0.81,0,0,20,18,0
4653,-20.0,0,0,20,18,0
4654,0.81,0,0,20,18,0
4655,0.81,0,0,20,18,0
4656,-20.0,0,0,20,18,0
4657,-20.0,0,0,20,18,0
4658,-20.0,0,0,20,18,0
4659,-20.0,0,0,20,18,0
4660,-20.0,0,0,20,18,0
4661,-20.0,0,0,20,18,0
4662,-20.0,0,0,20,18,0
4663,-20.0,0,0,20,18,0
4664,-20.0,0,0,20,18,0
4665,-20.0,0,0,20,18,0
4666,-20.0,0,0,20,18,0
4667,-20.0,0,0,20,18,0
4668,-20.0,0,0,20,18,0
4669,-20.0,0,0,20,18,0
4670,-20.0,0,0,20,18,0
4671,-20.0,0,0,20,18,0
4672,-20.0,0,0,20,18,0
4673,-20.0,0,0,20,18,0
4674,-20.0,0,0,20,18,0
4675,-20.0,0,0,20,18,0
4676,-20.0,0,0,20,18,0
4677,-20.0,0,0,20,18,0
4678,-20.0,0,0,20,18,0
4679,-20.0,0,0,20,18,0
4680,-20.0,0,0,20,18,0
4681,-20.0,0,0,20,18,0
4682,-20.0,0,0,20,18,0
4683,-20.0,0,0,20,18,0
4684,-20.0,0,0,20,18,0
4685,-20.0,0,0,20,18,0
4686,-20.0,0,0,20,18,0
4687,-20.0,0,0,20,18,0
4688,-20.0,0,0,20,18,0
4689,-20.0,0,0,20,18,0
4690,-20.0,0,0,20,18,0
4691,-20.0,0,0,20,18,0
4692,-20.0,0,0,20,18,0
4693,-20.0,0,0,20,18,0
4694,-20.0,0,0,20,18,0
4695,-20.0,0,0,20,18,0
4696,-20.0,0,0,20,18,0
4697,-20.0,0,0,20,18,0
4698,-20.0,0,0,20,18,0
4699,-20.0,0,0,20,18,0
4700,-20.0,0,0,20,18,0
4701,-20.0,0,0,20,18,0
4702,-20.0,0,0,20,18,0
4703,-20.0,0,0,20,18,0
4704,-20.0,0,0,20,18,0
4705,-20.0,0,0,20,18,0
4706,-20.0,0,0,20,18,0
4707,-20.0,0,0,20,18,0
4708,-20.0,0,0,20,18,0
4709,-20.0,0,0,20,18,0
4710,-20.0,0,0,20,18,0
4711,-20.0,0,0,20,18,0
4712,-20.0,0,0,20,18,0
4713,-20.0,0,0,20,18,0
4714,-20.0,0,0,20,18,0
4715,-20.0,0,0,20,18,0
4716,-20.0,0,0,20,18,0
4717,-20.0,0,0,20,18,0
4718,-20.0,0,0,20,18,0
4719,-20.0,0,0,20,18,0
4720,-20.0,0,0,20,18,0
4721,-20.0,0,0,20,18,0
4722,-20.0,0,0,20,18,0
4723,-20.0,0,0,20,18,0
4724,-20.0,0,0,20,18,0
4725,-20.0,0,0,20,18,0
4726,-20.0,0,0,20,18,0
4727,-20.0,0,0,20,18,0
4728,-20.0,0,0,20,18,0
4729,-20.0,0,0,20,18,0
4730,-20.0,0,0,20,18,0
4731,-20.0,0,0,20,18,0
4732,-20.0,0,0,20,18,0
4733,-20.0,0,0,20,18,0
4734,-20.0,0,0,20,18,0
4735,-20.0,0,0,20,18,0
4736,-20.0,0,0,20,18,0
4737,-20.0,0,0,20,18,0
4738,-20.0,0,0,20,18,0
4739,-20.0,0,0,20,18,0
4740,-20.0,0,0,20,18,0
4741,-20.0,0,0,20,18,0
4742,-20.0,0,0,20,18,0
4743,-20.0,0,0,20,18,0
4744,-20.0,0,0,20,18,0
4745,-20.0,0,0,20,18,0
4746,-20.0,0,0,20,18,0
4747,-20.0,0,0,20,18,0
4748,-20.0,0,0,20,18,0
4749,-20.0,0,0,20,18,0
4750,-20.0,0,0,20,18,0
4751,-20.0,0,0,20,18,0
4752,-20.0,0,0,20,18,0
4753,-20.0,0,0,20,18,0
4754,-20.0,0,0,20,18,0
4755,-20.0,0,0,20,18,0
4756,-20.0,0,0,20,18,0
4757,-20.0,0,0,20,18,0
4758,-20.0,0,0,20,18,0
4759,-20.0,0,0,20,18,0
4760,-20.0,0,0,20,18,0
4761,-20.0,0,0,20,18,0
4762,-20.0,0,0,20,18,0
4763,-20.0,0,0,20,18,0
4764,-20.0,0,0,20,18,0
4765,-20.0,0,0,20,18,0
4766,-20.0,0,0,20,18,0
4767,-20.0,0,0,20,18,0
4768,0.81,0,0,20,18,0
4769,0.81,0,0,20,18,0
4770,0.81,0,0,20,18,0
4771,0.81,0,0,20,18,0
4772,0.81,0,0,20,18,0
4773,-20.0,0,0,20,18,0
4774,-20.0,0,0,20,18,0
4775,-20.0,0,0,20,18,0
4776,-20.0,0,0,20,18,0
4777,-20.0,0,0,20,18,0
4778,-20.0,0,0,20,18,0
4779,-20.0,0,0,20,18,0
4780,-20.0,0,0,20,18,0
4781,-20.0,0,0,20,18,0
4782,-20.0,0,0,20,18,0
4783,-20.0,0,0,20,18,0
4784,-20.0,0,0,20,18,0
4785,-20.0,0,0,20,18,0
4786,-20.0,0,0,20,18,0
4787,-20.0,0,0,20,18,0
4788,0.81,0,0,20,18,0
4789,0.81,0,0,20,18,0
4790,-20.0,0,0,20,18,0
4791,0.81,0,0,20,18,0
4792,0.81,0,0,20,18,0
4793,-20.0,0,0,20,18,0
4794,-20.0,0,0,20,18,0
4795,-20.0,0,0,20,18,0
4796,-20.0,0,0,20,18,0
4797,-20.0,0,0,20,18,0
4798,-20.0,0,0,20,18,0
4799,-20.0,0,0,20,18,0
4800,-20.0,0,0,20,18,0
4801,-20.0,0,0,20,18,0
4802,-20.0,0,0,20,18,0
4803,-20.0,0,0,20,18,0
4804,-20.0,0,0,20,18,0
4805,-20.0,0,0,20,18,0
4806,-20.0,0,0,20,18,0
4807,-20.0,0,0,20,18,0
4808,-20.0,0,0,20,18,0
4809,-20.0,0,0,20,18,0
4810,-20.0,0,0,20,18,0
4811,-20.0,0,0,20,18,0
4812,-20.0,0,0,20,18,0
4813,-20.0,0,0,20,18,0
4814,-20.0,0,0,20,18,0
4815,-20.0,0,0,20,18,0
4816,-20.0,0,0,20,18,0
4817,-20.0,0,0,20,18,0
4818,-20.0,0,0,20,18,0
4819,-20.0,0,0,20,18,0
4820,-20.0,0,0,20,18,0
4821,-20.0,0,0,20,18,0
4822,-20.0,0,0,20,18,0
4823,-20.0,0,0,20,18,0
4824,-20.0,0,0,20,18,0
4825,-20.0,0,0,20,18,0
4826,-20.0,0,0,20,18,0
4827,-20.0,0,0,20,18,0
4828,-20.0,0,0,20,18,0
4829,-20.0,0,0,20,18,0
4830,-20.0,0,0,20,18,0
4831,-20.0,0,0,20,18,0
4832,-20.0,0,0,20,18,0
4833,-20.0,0,0,20,18,0
4834,-20.0,0,0,20,18,0
4835,-20.0,0,0,20,18,0
4836,-20.0,0,0,20,18,0
4837,-20.0,0,0,20,18,0
4838,-20.0,0,0,20,18,0
4839,-20.0,0,0,20,18,0
4840,-20.0,0,0,20,18,0
4841,-20.0,0,0,20,18,0
4842,-20.0,0,0,20,18,0
4843,-20.0,0,0,20,18,0
4844,-20.0,0,0,20,18,0
4845,-20.0,0,0,20,18,0
4846,-20.0,0,0,20,18,0
4847,-20.0,0,0,20,18,0
4848,-20.0,0,0,20,18,0
4849,-20.0,0,0,20,18,0
4850,-20.0,0,0,20,18,0
4851,-20.0,0,0,20,18,0
4852,-20.0,0,0,20,18,0
4853,-20.0,0,0,20,18,0
4854,-20.0,0,0,20,18,0
4855,-20.0,0,0,20,18,0
4856,-20.0,0,0,20,18,0
4857,-20.0,0,0,20,18,0
4858,-20.0,0,0,20,18,0
4859,-20.0,0,0,20,18,0
4860,-20.0,0,0,20,18,0
4861,-20.0,0,0,20,18,0
4862,-20.0,0,0,20,18,0
4863,-20.0,0,0,20,18,0
4864,-20.0,0,0,20,18,0
4865,-20.0,0,0,20,18,0
4866,-20.0,0,0,20,18,0
4867,-20.0,0,0,20,18,0
4868,-20.0,0,0,20,18,0
4869,-20.0,0,0,20,18,0
4870,-20.0,0,0,20,18,0
4871,-20.0,0,0,20,18,0
4872,-20.0,0,0,20,18,0
4873,-20.0,0,0,20,18,0
4874,-20.0,0,0,20,18,0
4875,-20.0,0,0,20,18,0
4876,-20.0,0,0,20,18,0
4877,-20.0,0,0,20,18,0
4878,-20.0,0,0,20,18,0
4879,-20.0,0,0,20,18,0
4880,-20.0,0,0,20,18,0
4881,-20.0,0,0,20,18,0
4882,-20.0,0,0,20,18,0
4883,-20.0,0,0,20,18,0
4884,-20.0,0,0,20,18,0
4885,-20.0,0,0,20,18,0
4886,-20.0,0,0,20,18,0
4887,-20.0,0,0,20,18,0
4888,-20.0,0,0,20,18,0
4889,-20.0,0,0,20,18,0
4890,0.81,0,0,20,18,0
4891,0.81,0,0,20,18,0
4892,0.81,0,0,20,18,0
4893,0.81,0,0,20,18,0
4894,0.81,0,0,20,18,0
4895,-20.0,0,0,20,18,0
4896,-20.0,0,0,20,18,0
4897,-20.0,0,0,20,18,0
4898,-20.0,0,0,20,18,0
4899,-20.0,0,0,20,18,0
4900,-20.0,0,0,20,18,0
4901,0.81,0,0,20,18,0
4902,0.81,0,0,20,18,0
4903,-20.0,0,0,20,18,0
4904,0.81,0,0,20,18,0
4905,0.81,0,0,20,18,0
4906,-20.0,0,0,20,18,0
4907,-20.0,0,0,20,18,0
4908,-20.0,0,0,20,18,0
4909,-20.0,0,0,20,18,0
4910,-20.0,0,0,20,18,0
4911,-20.0,0,0,20,18,0
4912,-20.0,0,0,20,18,0
4913,-20.0,0,0,20,18,0
4914,-20.0,0,0,20,18,0
4915,-20.0,0,0,20,18,0
4916,-20.0,0,0,20,18,0
4917,-20.0,0,0,20,18,0
4918,-20.0,0,0,20,18,0
4919,-20.0,0,0,20,18,0
4920,-20.0,0,0,20,18,0
4921,-20.0,0,0,20,18,0
4922,-20.0,0,0,20,18,0
4923,-20.0,0,0,20,18,0
4924,-20.0,0,0,20,18,0
4925,-20.0,0,0,20,18,0
4926,-20.0,0,0,20,18,0
4927,-20.0,0,0,20,18,0
