Site Code,Site,AED Site,Year,mm,dd,area,num_cells,num_outputs,age_surface,age_bottom,salinity_surface,salinity_ bottom,temp_surface,temp_bottom,oxygen_surface,oxygen_bottom,nh4_surface,nh4_bottom,CHLA,sal_strat,sal_strat_area,lowoxygen_area,hypoxia_area,temp_surface_avg,temp_surface_max,sal_strat_history,lowoxygen_frequency,hypoxia_frequency,anoxia_frequency,cyano_hab_index_avg,dino_hab_index_avg,mag_hsi_avg,wqi_avg
Valesini134SU207_21m_1386,Val134,Mandurah Channel,2007,01,30,12919.8262,4.0000,,21.9962,22.1376,38.2862,38.3060,25.1167,24.9792,6.3487,6.3392,0.0132,0.0133,1.9032,0.0199,0.0000,0.0000,0.0000,21.6929,28.2316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.9985,
Valesini134SU307_21m_1387,Val134,Mandurah Channel,2007,03,06,12919.8262,4.0000,,30.5554,30.8086,39.4240,39.4570,24.7512,24.5051,6.6239,6.6075,0.0132,0.0135,3.0045,0.0330,0.0000,0.0000,0.0000,21.9839,27.8796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.9940,
Valesini134SU407_21m_1388,Val134,Mandurah Channel,2007,03,06,12919.8262,4.0000,,30.5554,30.8086,39.4240,39.4570,24.7512,24.5051,6.6239,6.6075,0.0132,0.0135,3.0045,0.0330,0.0000,0.0000,0.0000,21.9839,27.8796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.9940,
Valesini134SP105_21m_1389,Val134,Mandurah Channel,2005,10,24,12919.8262,4.0000,,29.4808,28.4135,26.1935,26.7256,18.9945,19.0115,7.7541,7.7332,0.0064,0.0062,1.4902,0.5321,0.0000,0.0000,0.0000,16.2583,21.8948,0.7509,0.0000,0.0000,0.0000,0.0099,0.0877,0.0000,0.9507,
Valesini134SP205_21m_1390,Val134,Mandurah Channel,2005,10,24,12919.8262,4.0000,,29.4808,28.4135,26.1935,26.7256,18.9945,19.0115,7.7541,7.7332,0.0064,0.0062,1.4902,0.5321,0.0000,0.0000,0.0000,16.2583,21.8948,0.7509,0.0000,0.0000,0.0000,0.0099,0.0877,0.0000,0.9507,
Valesini134SP305_21m_1391,Val134,Mandurah Channel,2005,11,07,12919.8262,4.0000,,30.7063,30.4826,29.5941,29.6436,17.9297,17.9493,7.9302,7.9263,0.0053,0.0053,1.4549,0.0495,0.0000,0.0000,0.0000,16.8863,21.8948,0.6674,0.0000,0.0000,0.0000,0.0045,0.0782,0.0000,0.9775,
Valesini134SP405_21m_1392,Val134,Mandurah Channel,2005,11,07,12919.8262,4.0000,,30.7063,30.4826,29.5941,29.6436,17.9297,17.9493,7.9302,7.9263,0.0053,0.0053,1.4549,0.0495,0.0000,0.0000,0.0000,16.8863,21.8948,0.6674,0.0000,0.0000,0.0000,0.0045,0.0782,0.0000,0.9775,
Valesini134W105_21m_1393,Val134,Mandurah Channel,2005,08,09,12919.8262,4.0000,,32.9111,32.2103,25.3692,25.7218,14.0589,13.9302,8.3010,8.2719,0.0131,0.0127,2.5901,0.3526,0.0000,0.0000,0.0000,13.2395,15.7323,0.1669,0.0000,0.0000,0.0000,0.0007,0.1681,0.0000,0.9018,
Valesini134W205_21m_1394,Val134,Mandurah Channel,2005,08,09,12919.8262,4.0000,,32.9111,32.2103,25.3692,25.7218,14.0589,13.9302,8.3010,8.2719,0.0131,0.0127,2.5901,0.3526,0.0000,0.0000,0.0000,13.2395,15.7323,0.1669,0.0000,0.0000,0.0000,0.0007,0.1681,0.0000,0.9018,
Valesini134W305_21m_1395,Val134,Mandurah Channel,2005,08,22,12919.8262,4.0000,,26.4019,26.5015,19.6672,19.7736,12.7337,12.6346,8.8861,8.8762,0.0286,0.0284,2.5725,0.1064,0.0000,0.0000,0.0000,13.7706,16.0985,0.0834,0.0000,0.0000,0.0000,0.0022,0.1403,0.0000,0.9177,
Valesini134W405_21m_1396,Val134,Mandurah Channel,2005,08,22,12919.8262,4.0000,,26.4019,26.5015,19.6672,19.7736,12.7337,12.6346,8.8861,8.8762,0.0286,0.0284,2.5725,0.1064,0.0000,0.0000,0.0000,13.7706,16.0985,0.0834,0.0000,0.0000,0.0000,0.0022,0.1403,0.0000,0.9177,
Valesini134W106_21m_1397,Val134,Mandurah Channel,2006,08,14,12919.8262,4.0000,,33.8947,33.8890,34.4136,34.4149,13.5415,13.5434,8.1962,8.1959,0.0071,0.0071,0.7252,0.0012,0.0000,0.0000,0.0000,13.2002,15.9742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0123,0.0000,1.0000,
Valesini134W206_21m_1398,Val134,Mandurah Channel,2006,08,14,12919.8262,4.0000,,33.8947,33.8890,34.4136,34.4149,13.5415,13.5434,8.1962,8.1959,0.0071,0.0071,0.7252,0.0012,0.0000,0.0000,0.0000,13.2002,15.9742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0123,0.0000,1.0000,
Valesini134W306_21m_1399,Val134,Mandurah Channel,2006,09,01,12919.8262,4.0000,,30.5622,30.4553,32.0520,32.0863,15.7050,15.7133,8.0651,8.0628,0.0056,0.0056,1.5839,0.0343,0.0000,0.0000,0.0000,14.5888,18.8582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0538,0.0000,0.9892,
Valesini134W406_21m_1400,Val134,Mandurah Channel,2006,09,01,12919.8262,4.0000,,30.5622,30.4553,32.0520,32.0863,15.7050,15.7133,8.0651,8.0628,0.0056,0.0056,1.5839,0.0343,0.0000,0.0000,0.0000,14.5888,18.8582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0538,0.0000,0.9892,
Loneragan40SU-81_102.5m_295,SR1,Serpentine Lower,1981,01,08,14261.6973,5.0000,,84.5953,84.5953,33.1544,33.1544,26.4988,26.4988,5.8201,5.8201,0.0420,0.0420,2.6940,0.0000,0.0000,0.0000,0.0000,20.0025,31.0276,0.0000,0.0000,0.0000,0.0000,0.0296,0.0870,0.0000,0.9162,
Loneragan40SU-82_133m_296,SR1,Serpentine Lower,1982,01,14,14261.6973,5.0000,,85.8136,85.8136,32.1074,32.1074,19.8837,19.8837,7.5664,7.5664,0.0063,0.0063,2.0570,0.0000,0.0000,0.0000,0.0000,19.7814,27.0380,0.0000,0.0000,0.0000,0.0000,0.0193,0.1908,0.0000,0.8295,
Loneragan40SU-83_133m_297,SR1,Serpentine Lower,1983,01,20,14261.6973,5.0000,,85.3730,85.3730,33.7421,33.7421,24.7737,24.7737,5.8449,5.8449,0.0213,0.0213,13.4541,0.0000,0.0000,0.0000,0.0000,21.9207,29.2090,0.0000,0.0000,0.0000,0.0000,0.0000,0.1876,0.0000,0.7647,
Loneragan40SU-80_102.5m_325,SR1,Serpentine Lower,1980,02,06,14261.6973,5.0000,,114.0750,114.0750,43.3183,43.3183,21.2280,21.2280,6.5310,6.5310,0.0178,0.0178,16.1397,0.0000,0.0000,0.0000,0.0000,22.9390,32.0526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034,-0.0000,0.6813,
Loneragan40SU-82_133m_326,SR1,Serpentine Lower,1982,02,07,14261.6973,5.0000,,95.3832,95.3837,8.5054,8.5055,21.8993,21.9009,7.8310,7.8310,0.0809,0.0809,3.7116,0.0001,0.0000,0.0000,0.0000,21.7444,30.3963,0.1667,0.0000,0.0000,0.0000,0.2128,0.1987,0.0000,0.7664,
Loneragan40SU-83_133m_327,SR1,Serpentine Lower,1983,02,14,14261.6973,5.0000,,153.7023,153.7023,45.8539,45.8539,21.1917,21.1917,6.1036,6.1036,0.0258,0.0258,14.9790,0.0000,0.0000,0.0000,0.0000,21.3912,29.2090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0341,0.0000,0.6784,
Loneragan40AU-80_102.5m_365,SR1,Serpentine Lower,1980,03,29,14261.6973,5.0000,,54.1560,54.1560,41.1296,41.1296,19.1822,19.1822,6.5290,6.5290,0.0024,0.0024,3.4997,0.0000,0.0000,0.0000,0.0000,19.5209,31.0645,0.0000,0.0000,0.0000,0.0000,0.0003,0.0961,0.0000,0.9549,
Loneragan40AU-81_102.5m_366,SR1,Serpentine Lower,1981,03,06,14261.6973,5.0000,,93.2232,93.2232,46.4260,46.4260,19.0202,19.0202,6.2981,6.2981,0.0284,0.0284,13.1481,0.0000,0.0000,0.0000,0.0000,19.1736,26.5117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7811,
Loneragan40AU-82_133m_367,SR1,Serpentine Lower,1982,03,04,14261.6973,5.0000,,19.8817,19.8817,17.2049,17.2049,24.9955,24.9955,6.0893,6.0893,0.0278,0.0278,2.1197,0.0000,0.0000,0.0000,0.0000,21.3894,30.2859,0.1667,0.0000,0.0000,0.0000,0.4910,0.2647,0.0000,0.7665,
Loneragan40AU-83_133m_368,SR1,Serpentine Lower,1983,03,07,14261.6973,5.0000,,48.0754,48.0754,39.5125,39.5125,19.4169,19.4169,6.9511,6.9511,0.0311,0.0311,17.0220,0.0000,0.0000,0.0000,0.0000,20.9060,29.2906,0.0000,0.0834,0.0000,0.0000,0.0000,0.0000,0.0000,0.5651,
Loneragan40AU-82_133m_387,SR1,Serpentine Lower,1982,04,01,14261.6973,5.0000,,44.9562,44.9562,35.4057,35.4057,15.3883,15.3883,7.8196,7.8196,0.0057,0.0057,1.5209,0.0000,0.0000,0.0000,0.0000,20.1670,30.2859,0.0000,0.0000,0.0000,0.0000,0.0380,0.1164,0.0000,0.9420,
Loneragan40AU-83_133m_388,SR1,Serpentine Lower,1983,04,12,14261.6973,5.0000,,115.8286,115.9168,43.1738,43.1950,16.6667,16.6137,7.0910,7.1062,0.0145,0.0146,26.2283,0.0212,0.0000,0.0000,0.0000,21.0776,27.4047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.5595,
Loneragan40AU-79_133m_423,SR1,Serpentine Lower,1979,05,01,14261.6973,5.0000,,137.2660,137.2660,56.2739,56.2739,16.3054,16.3054,6.6052,6.6052,0.0232,0.0232,22.0103,0.0000,0.0000,0.0000,0.0000,16.3765,23.5942,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.6879,
Loneragan40AU-80_102.5m_424,SR1,Serpentine Lower,1980,05,08,14261.6973,5.0000,,69.9312,69.9603,41.4684,41.4695,13.7024,13.6856,7.7854,7.7864,0.0182,0.0179,0.9873,0.0012,0.0000,0.0000,0.0000,17.1976,22.4716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9878,
Loneragan40AU-81_102.5m_425,SR1,Serpentine Lower,1981,05,12,14261.6973,5.0000,,98.1446,98.1468,45.3922,45.3981,17.3165,17.3253,7.1865,7.1803,0.0172,0.0173,12.2976,0.0059,0.0000,0.0000,0.0000,16.9788,21.4309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.7083,
Loneragan40AU-82_133m_426,SR1,Serpentine Lower,1982,05,06,14261.6973,5.0000,,37.7506,37.2895,37.4644,37.4641,15.3105,15.1612,7.0835,7.1165,0.0200,0.0192,0.4424,-0.0003,0.0000,0.0000,0.0000,16.2015,22.9233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.9644,
Loneragan40W-79_133m_456,SR1,Serpentine Lower,1979,06,28,14261.6973,5.0000,,168.4539,203.9917,40.6300,50.1807,9.7267,8.7623,8.2206,5.8528,0.1569,0.2073,2.0092,9.5507,76.8424,0.0000,0.0000,11.6458,15.8161,11.1795,1.0846,0.0000,0.0000,0.0000,0.0000,0.0000,0.6163,
Loneragan40W-80_102.5m_457,SR1,Serpentine Lower,1980,06,18,14261.6973,5.0000,,52.2154,79.5177,11.8855,36.4661,12.1451,13.7685,9.1370,5.5689,0.0913,0.0195,3.5631,24.5806,100.0000,0.0000,0.0000,13.3110,19.3182,4.1702,0.3336,0.0000,0.0000,0.0487,0.1247,0.0000,0.7498,
Loneragan40W-79_133m_492,SR1,Serpentine Lower,1979,08,06,14261.6973,5.0000,,21.0497,21.2034,2.1550,2.2144,12.1253,11.9366,9.2466,9.1563,0.1235,0.1232,1.0071,0.0594,0.0000,0.0000,0.0000,12.4368,14.7469,0.5006,0.0000,0.0000,0.0000,0.0187,0.0387,0.0000,0.6622,
Loneragan40W-80_102.5m_493,SR1,Serpentine Lower,1980,08,05,14261.6973,5.0000,,9.5562,9.5651,0.6707,0.6709,11.1566,11.1267,10.2120,10.2091,0.1732,0.1730,1.3337,0.0002,0.0000,0.0000,0.0000,12.0493,14.8901,0.0000,0.0000,0.0000,0.0000,0.0014,0.0159,0.0000,0.6612,
Loneragan40SP-79_102.5m_512,SR1,Serpentine Lower,1979,09,18,14261.6973,5.0000,,20.5463,20.5924,0.5535,0.5536,12.6302,12.4408,10.1599,10.1138,0.0737,0.0736,3.5256,0.0001,0.0000,0.0000,0.0000,14.3513,19.5492,0.0000,0.0000,0.0000,0.0000,0.0014,0.0194,0.0000,0.6836,
Loneragan40SP-80_102.5m_513,SR1,Serpentine Lower,1980,09,16,14261.6973,5.0000,,17.1528,17.1541,0.5183,0.5177,14.0054,13.9826,9.7939,9.7919,0.0808,0.0808,1.6755,-0.0006,0.0000,0.0000,0.0000,13.9133,16.4612,0.0000,0.0000,0.0000,0.0000,0.0010,0.0162,0.0000,0.6697,
Loneragan40SP-82_133m_514,SR1,Serpentine Lower,1982,09,15,14261.6973,5.0000,,18.1111,18.1065,0.4357,0.4356,14.9072,14.9156,9.4208,9.4203,0.0886,0.0886,2.4929,-0.0001,0.0000,0.0000,0.0000,14.5350,19.7157,0.0000,0.0000,0.0000,0.0000,0.0015,0.0207,0.0000,0.6639,
Loneragan40SP-79_102.5m_547,SR1,Serpentine Lower,1979,10,31,14261.6973,5.0000,,53.9876,53.9876,6.2971,6.2971,17.7180,17.7180,8.9636,8.9636,0.0275,0.0275,12.7701,0.0000,0.0000,0.0000,0.0000,17.4846,25.1551,0.0000,0.0000,0.0000,0.0000,0.0836,0.0529,0.0000,0.6189,
Loneragan40SP-82_133m_548,SR1,Serpentine Lower,1982,10,04,14261.6973,5.0000,,13.5052,13.5045,0.3809,0.3809,18.0052,18.0133,8.2094,8.2092,0.0592,0.0592,2.0188,0.0000,0.0000,0.0000,0.0000,16.1295,22.9787,0.0000,0.0000,0.0000,0.0000,0.0014,0.0205,0.0000,0.6807,
Loneragan40SP-82_133m_549,SR1,Serpentine Lower,1982,10,26,14261.6973,5.0000,,21.5254,21.5387,0.4318,0.4319,16.3000,16.3042,9.5969,9.5973,0.0292,0.0292,3.3140,0.0001,0.0000,0.0000,0.0000,17.8012,24.9156,0.0000,0.0000,0.0000,0.0000,0.0015,0.0177,0.0000,0.6987,
Loneragan40SP-80_102.5m_591,SR1,Serpentine Lower,1980,11,14,14261.6973,5.0000,,13.0445,13.0439,14.1411,14.1625,23.6981,23.6820,7.0377,7.0246,0.0302,0.0302,2.8814,0.0213,0.0000,0.0000,0.0000,19.8019,27.0163,0.3334,0.0000,0.0000,0.0000,0.2838,0.2839,0.0000,0.7521,
Loneragan40SP-81_133m_592,SR1,Serpentine Lower,1981,11,16,14261.6973,5.0000,,35.7366,35.7386,0.5979,0.5982,20.0316,20.0509,8.7506,8.7503,0.0152,0.0152,3.7953,0.0004,0.0000,0.0000,0.0000,18.4464,24.8357,0.0000,0.0000,0.0000,0.0000,0.0095,0.0247,0.0000,0.6735,
Loneragan40SP-82_133m_593,SR1,Serpentine Lower,1982,11,09,14261.6973,5.0000,,35.6797,35.6797,0.6636,0.6636,16.7438,16.7438,9.2178,9.2178,0.0219,0.0219,4.0761,0.0000,0.0000,0.0000,0.0000,17.7474,25.0005,0.0000,0.0000,0.0000,0.0000,0.0021,0.0184,0.0000,0.6756,
Loneragan40SP-82_133m_594,SR1,Serpentine Lower,1982,11,22,14261.6973,5.0000,,55.0880,55.0880,1.9815,1.9815,24.7798,24.7798,6.1717,6.1717,0.0422,0.0422,6.9064,0.0000,0.0000,0.0000,0.0000,18.9929,28.2708,0.0000,0.0000,0.0000,0.0000,0.0606,0.0556,0.0000,0.6695,
Loneragan40SU-79_102.5m_623,SR1,Serpentine Lower,1979,12,04,14261.6973,5.0000,,98.5626,98.5626,26.2396,26.2396,18.7538,18.7538,7.7935,7.7935,0.0052,0.0052,20.2459,0.0000,0.0000,0.0000,0.0000,19.9529,28.1543,0.0000,0.0000,0.0000,0.0000,0.1312,0.2302,0.0000,0.7199,
Loneragan40SU-79_102.5m_624,SR1,Serpentine Lower,1979,12,06,14261.6973,5.0000,,101.8915,101.8915,26.7675,26.7675,18.8319,18.8319,7.7831,7.7831,0.0055,0.0055,18.5391,0.0000,0.0000,0.0000,0.0000,20.2028,28.1543,0.0000,0.0000,0.0000,0.0000,0.1294,0.2403,0.0000,0.7224,
Loneragan40SU-81_102.5m_625,SR1,Serpentine Lower,1981,12,16,14261.6973,5.0000,,66.8175,66.8175,7.3089,7.3089,19.3907,19.3907,8.4669,8.4669,0.0348,0.0348,2.3167,0.0000,0.0000,0.0000,0.0000,19.0408,27.7064,0.0000,0.0000,0.0000,0.0000,0.0327,0.0711,0.0000,0.7133,
Loneragan40SU-82_133m_626,SR1,Serpentine Lower,1982,12,02,14261.6973,5.0000,,70.3467,70.3467,18.1401,18.1401,17.9472,17.9472,8.1703,8.1703,0.0030,0.0030,11.0581,0.0000,0.0000,0.0000,0.0000,20.1951,28.2708,0.0000,0.0000,0.0000,0.0000,0.0989,0.0792,0.0000,0.6638,
Loneragan40SU-82_133m_627,SR1,Serpentine Lower,1982,12,20,14261.6973,5.0000,,75.5450,74.8714,22.7238,22.9252,23.2381,23.2124,7.4606,7.4503,0.0152,0.0146,6.4111,0.2014,0.0000,0.0000,0.0000,20.7279,28.2708,0.0000,0.0000,0.0000,0.0000,0.1431,0.1395,0.0000,0.7063,
HallettSR1AU-16_21m_1528,SR1,Serpentine Lower,2016,05,09,14261.6973,5.0000,,78.3282,78.3774,37.5765,37.5760,15.1801,15.1891,7.0755,7.0927,0.0840,0.0833,42.9466,-0.0005,0.0000,0.0000,0.0000,18.7243,24.1761,0.4169,5.5026,2.0843,1.0839,0.0000,0.0014,-0.0000,0.2838,
HallettSR1SP-16_21m_1529,SR1,Serpentine Lower,2016,10,19,14261.6973,5.0000,,34.7190,35.0040,1.2044,1.7590,18.2038,18.2388,8.3245,8.0075,0.0342,0.0340,0.8532,0.5546,0.0000,0.0000,0.0000,16.3604,24.7815,10.7611,0.0000,0.0000,0.0000,0.1070,0.1010,0.0000,0.7131,
HallettSR1SU-17_21m_1530,SR1,Serpentine Lower,2017,02,09,14261.6973,5.0000,,52.4068,54.4440,39.5621,39.6450,28.9193,27.9553,5.2254,7.3549,0.1380,0.1219,47.4072,0.0830,0.0000,37.1057,12.1057,26.4560,32.5135,0.0000,2.6673,0.6668,0.0000,0.0000,0.0009,0.0000,0.5042,
HallettSR1W-16_21m_1531,SR1,Serpentine Lower,2016,07,12,14261.6973,5.0000,,58.1319,56.6915,13.7202,20.7041,11.8059,11.6589,8.8262,7.9119,0.0524,0.0311,0.4853,6.9839,66.2161,0.0000,0.0000,12.5230,17.0222,14.1813,2.4192,0.0000,0.0000,0.0482,0.2337,0.0000,0.8266,
HallettSR1AU17_21m_1656,SR1,Serpentine Lower,2017,04,13,14261.6973,5.0000,,55.0584,54.0868,36.6023,36.6264,21.4357,21.3816,7.6712,7.8834,0.0323,0.0311,37.0205,0.0242,0.0000,0.0000,0.0000,22.5191,29.9446,0.0000,11.3359,6.0013,1.5837,0.0000,0.1647,0.0000,0.2640,
HallettSR1SP17_21m_1660,SR1,Serpentine Lower,2017,09,11,14261.6973,5.0000,,24.0340,28.1156,0.7126,3.9228,16.3785,15.7318,8.6436,6.4686,0.0283,0.0409,4.8550,3.2102,0.0000,0.0000,0.0000,14.7606,19.8630,0.0000,0.0000,0.0000,0.0000,0.0037,0.0215,0.0000,0.6775,
HallettSR1SU18_21m_1664,SR1,Serpentine Lower,2018,01,17,14261.6973,5.0000,,74.1457,73.9409,37.5686,37.5504,27.4720,26.8905,6.7140,9.2655,0.0557,0.0516,15.1791,0.0405,0.0000,0.0000,0.0000,25.0501,33.4925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0171,0.0000,0.6398,
HallettSR1W17_21m_1668,SR1,Serpentine Lower,2017,06,22,14261.6973,5.0000,,58.0094,58.4976,33.2789,33.5950,14.0727,14.1648,8.0953,8.1264,0.0475,0.0436,5.7840,0.3161,0.0000,0.0000,0.0000,13.7381,17.8507,0.0000,2.8340,1.0836,0.2501,0.0000,0.1429,-0.0000,0.5942,
YoungSR1W97_21m_1704,SR1,Serpentine Lower,1997,06,16,14261.6973,5.0000,,41.2508,41.7624,8.8098,8.9389,11.6207,11.4704,9.2508,9.1449,0.0399,0.0398,0.8500,0.1291,0.0000,0.0000,0.0000,13.3426,17.3041,0.0000,0.0000,0.0000,0.0000,0.0163,0.0945,0.0000,0.9172,
YoungSR1W97_21m_1707,SR1,Serpentine Lower,1997,07,28,14261.6973,5.0000,,27.2849,28.8452,3.8194,5.3113,12.3357,12.3403,10.0579,9.6097,0.0713,0.0672,1.1204,1.4919,4.6465,0.0000,0.0000,11.1696,14.4162,6.6746,0.0000,0.0000,0.0000,0.0579,0.1277,0.0000,0.7212,
YoungSR1SP97_21m_1709,SR1,Serpentine Lower,1997,09,16,14261.6973,5.0000,,10.7538,10.7641,0.2914,0.2914,17.1786,17.0781,8.4633,8.4471,0.0973,0.0973,1.6765,0.0000,0.0000,0.0000,0.0000,14.0780,19.2793,0.0000,0.0000,0.0000,0.0000,0.0014,0.0202,0.0000,0.6650,
YoungSR1SP97_21m_1712,SR1,Serpentine Lower,1997,11,10,14261.6973,5.0000,,46.5460,46.5460,18.6675,18.6675,19.9444,19.9444,7.5759,7.5759,0.0057,0.0057,2.1961,0.0000,0.0000,0.0000,0.0000,18.9195,28.1331,1.4183,0.0000,0.0000,0.0000,0.1015,0.0897,0.0000,0.7596,
HallettSR2AU-16_21m_1532,SR2,Serpentine Lower,2016,05,09,10136.8945,4.0000,,84.7763,91.5876,38.3821,39.4893,14.9043,15.7027,6.5541,6.9703,0.1177,0.1215,52.8589,1.1072,0.0000,35.3051,3.9435,18.7611,24.1596,0.4169,3.0014,1.4173,0.7504,0.0000,0.0010,-0.0000,0.3110,
HallettSR2SP-16_21m_1533,SR2,Serpentine Lower,2016,10,19,10136.8945,4.0000,,34.3966,34.3944,0.9041,0.9041,18.3032,18.2151,8.3245,8.3182,0.0349,0.0349,0.5366,0.0000,0.0000,0.0000,0.0000,16.4809,28.0389,4.0875,0.0000,0.0000,0.0000,0.0561,0.0705,0.0000,0.7006,
HallettSR2SU-17_21m_1534,SR2,Serpentine Lower,2017,02,09,10136.8945,4.0000,,57.4881,60.4622,39.8882,39.9912,28.6786,27.2458,4.2429,7.2176,0.2163,0.1925,48.2656,0.1030,0.0000,48.0282,39.6949,26.4292,32.3212,0.0000,1.0002,0.5001,0.0834,0.0000,0.0006,0.0000,0.5627,
HallettSR2W-16_21m_1535,SR2,Serpentine Lower,2016,07,12,10136.8945,4.0000,,57.9430,57.1055,12.9005,18.7584,11.7644,11.5984,8.8281,8.0150,0.0558,0.0371,0.4934,5.8579,47.6750,0.0000,0.0000,12.6293,17.4064,9.1761,0.0000,0.0000,0.0000,0.1036,0.2151,0.0000,0.8496,
HallettSR2AU17_21m_1657,SR2,Serpentine Lower,2017,04,13,10136.8945,4.0000,,54.6693,54.6900,36.5988,36.5962,21.4971,21.4119,8.1702,8.1932,0.0284,0.0264,34.8397,-0.0026,0.0000,0.0000,0.0000,22.7174,30.3257,0.0000,11.0025,2.8340,0.5835,0.0000,0.1666,-0.0000,0.2918,
HallettSR2SP17_21m_1661,SR2,Serpentine Lower,2017,09,11,10136.8945,4.0000,,23.4669,25.5827,0.4342,1.8325,16.9720,15.8238,8.5238,7.4126,0.0284,0.0322,3.1094,1.3983,0.0000,0.0000,0.0000,14.7517,18.9869,0.0000,0.0000,0.0000,0.0000,0.0027,0.0208,0.0000,0.6785,
HallettSR2SU18_21m_1665,SR2,Serpentine Lower,2018,01,17,10136.8945,4.0000,,75.4852,75.4360,37.4255,37.3872,27.6223,26.9203,6.5456,8.0666,0.0144,0.0128,11.4297,0.0305,0.0000,0.0000,0.0000,25.0524,33.4781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0197,0.0000,0.6705,
HallettSR2W17_21m_1669,SR2,Serpentine Lower,2017,06,22,10136.8945,4.0000,,58.2827,58.3048,33.4392,33.4659,14.1537,13.9784,8.2391,8.1941,0.0379,0.0382,5.7778,0.0268,0.0000,0.0000,0.0000,13.8076,18.9210,0.0000,1.2503,0.0000,0.0000,0.0000,0.1500,0.0000,0.6173,
HallettSR3AU-16_21m_1536,SR3,Serpentine Lower,2016,05,09,8458.1201,4.0000,,94.0233,95.8154,39.5312,39.8042,14.9845,14.8970,7.4040,7.4686,0.0825,0.0681,52.9868,0.2730,0.0000,0.0000,0.0000,18.7933,24.4321,0.0000,1.1672,0.3335,0.0834,0.0000,0.0006,-0.0000,0.3248,
HallettSR3SP-16_21m_1537,SR3,Serpentine Lower,2016,10,19,8458.1201,4.0000,,34.1886,34.1884,0.8894,0.8894,18.1971,18.1811,8.2622,8.2617,0.0354,0.0354,0.5407,0.0000,0.0000,0.0000,0.0000,16.4464,26.0872,1.5015,0.0000,0.0000,0.0000,0.0383,0.0442,0.0000,0.6907,
HallettSR3SU-17_21m_1538,SR3,Serpentine Lower,2017,02,09,8458.1198,4.0000,,70.8758,76.4598,40.8311,41.1200,28.6670,27.2528,6.0159,8.6190,0.1651,0.1153,53.7121,0.2889,0.0000,2.4239,0.0000,26.4410,32.0643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.6031,
HallettSR3W-16_21m_1539,SR3,Serpentine Lower,2016,07,12,8458.1201,4.0000,,57.7661,57.8655,12.3741,13.3618,11.7798,11.7902,8.8637,8.6802,0.0589,0.0559,0.4903,0.9877,0.0000,0.0000,0.0000,12.6924,16.5086,1.7518,0.0000,0.0000,0.0000,0.1825,0.1839,0.0000,0.8362,
HallettSR3AU17_21m_1658,SR3,Serpentine Lower,2017,04,13,8458.1198,4.0000,,59.7777,59.5867,36.4117,36.4121,21.6367,21.5702,8.5816,8.5861,0.0105,0.0103,37.2919,0.0004,0.0000,0.0000,0.0000,22.6806,29.2396,0.0000,7.5017,0.4168,0.0000,0.0000,0.1855,-0.0000,0.3243,
HallettSR3SP17_21m_1662,SR3,Serpentine Lower,2017,09,11,8458.1198,4.0000,,23.1927,23.1926,0.3659,0.3659,16.9982,16.9836,8.4815,8.4795,0.0289,0.0289,0.9428,0.0000,0.0000,0.0000,0.0000,14.7214,18.2214,0.0000,0.0000,0.0000,0.0000,0.0015,0.0184,0.0000,0.6789,
HallettSR3SU18_21m_1666,SR3,Serpentine Lower,2018,01,17,8458.1201,4.0000,,75.9413,75.8949,37.3244,37.2968,27.5799,26.9410,6.1951,7.0237,0.0104,0.0098,9.7827,0.0358,0.0000,0.0000,0.0000,25.0381,32.6818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000,0.7022,
HallettSR3W17_21m_1670,SR3,Serpentine Lower,2017,06,22,8458.1198,4.0000,,58.7729,58.7908,33.7749,33.7940,14.2455,14.2454,8.2405,8.2367,0.0317,0.0315,5.7809,0.0191,0.0000,0.0000,0.0000,13.7143,17.9595,0.0000,0.0000,0.0000,0.0000,0.0000,0.1528,-0.0000,0.6243,
